dim,fold,split,ID
quiet,1,train,104108622359
quiet,1,train,104108623685
quiet,1,train,104108630312
quiet,1,train,104108630923
quiet,1,train,104108640643
quiet,1,train,104108642604
quiet,1,train,104108647249
quiet,1,train,104108648056
quiet,1,train,104108649028
quiet,1,train,104108653387
quiet,1,train,104108655852
quiet,1,train,104108658172
quiet,1,train,104108678419
quiet,1,train,104108678513
quiet,1,train,104108689696
quiet,1,train,104108707416
quiet,1,train,104108707962
quiet,1,train,104108711163
quiet,1,train,104108718686
quiet,1,train,104108725465
quiet,1,train,104108726540
quiet,1,train,104108729176
quiet,1,train,104108729738
quiet,1,train,104108730392
quiet,1,train,104108734198
quiet,1,train,104108739992
quiet,1,train,104108743726
quiet,1,train,104108745648
quiet,1,train,104108745885
quiet,1,train,104108746166
quiet,1,train,104108752262
quiet,1,train,104108753924
quiet,1,train,104108754062
quiet,1,train,104108758944
quiet,1,train,104108760626
quiet,1,train,104108764295
quiet,1,train,104108769212
quiet,1,train,104108772466
quiet,1,train,104108774361
quiet,1,train,104108775417
quiet,1,train,104108783257
quiet,1,train,104108783945
quiet,1,train,104108785710
quiet,1,train,104108788617
quiet,1,train,104108789981
quiet,1,train,104108790045
quiet,1,train,104108793880
quiet,1,train,104108794974
quiet,1,train,104108798362
quiet,1,train,104108799268
quiet,1,train,104108799848
quiet,1,train,104108800692
quiet,1,train,104108804256
quiet,1,train,104108810212
quiet,1,train,104108812334
quiet,1,train,104108812608
quiet,1,train,104108814105
quiet,1,train,104108820409
quiet,1,train,104108826085
quiet,1,train,104108836631
quiet,1,train,104108838791
quiet,1,train,104108839146
quiet,1,train,104108839865
quiet,1,train,104108845850
quiet,1,train,104108849407
quiet,1,train,104108850287
quiet,1,train,104108856628
quiet,1,train,104108858221
quiet,1,train,104108874835
quiet,1,train,104108876134
quiet,1,train,104108877288
quiet,1,train,104108878064
quiet,1,train,104108879762
quiet,1,train,104108883315
quiet,1,train,104108888885
quiet,1,train,104108888986
quiet,1,train,104108896286
quiet,1,train,104108897301
quiet,1,train,104108905183
quiet,1,train,104108906517
quiet,1,train,104108910520
quiet,1,train,104108913569
quiet,1,train,104108914376
quiet,1,train,104108916291
quiet,1,train,104108920656
quiet,1,train,104108926443
quiet,1,train,104108926551
quiet,1,train,104108930083
quiet,1,train,104108931149
quiet,1,train,104108931680
quiet,1,train,104108933035
quiet,1,train,104108933415
quiet,1,train,104108933702
quiet,1,train,104108942837
quiet,1,train,104108945282
quiet,1,train,104108945746
quiet,1,train,104108947440
quiet,1,train,104108950576
quiet,1,train,104108952273
quiet,1,train,104108953299
quiet,1,train,104108953674
quiet,1,train,104108957038
quiet,1,train,104108958236
quiet,1,train,104108958555
quiet,1,train,104108963586
quiet,1,train,104108965923
quiet,1,train,104108967028
quiet,1,train,104108968431
quiet,1,train,104108969697
quiet,1,train,104108970189
quiet,1,train,104108970398
quiet,1,train,104108971431
quiet,1,train,104108972455
quiet,1,train,104108973712
quiet,1,train,104108976984
quiet,1,train,104108979815
quiet,1,train,104108981612
quiet,1,train,104108982584
quiet,1,train,104108983415
quiet,1,train,104108985360
quiet,1,train,104108986978
quiet,1,train,104108987911
quiet,1,train,104108988188
quiet,1,train,104108990768
quiet,1,train,104108992130
quiet,1,train,104108999963
quiet,1,train,104109005490
quiet,1,train,104109005505
quiet,1,train,104109007141
quiet,1,train,104109010293
quiet,1,train,104109010635
quiet,1,train,104109011775
quiet,1,train,104109016876
quiet,1,train,104109021662
quiet,1,train,104109023688
quiet,1,train,104109027205
quiet,1,train,104109028923
quiet,1,train,104109034938
quiet,1,train,104109038191
quiet,1,train,104109044506
quiet,1,train,104109049053
quiet,1,train,104109052464
quiet,1,train,104109057282
quiet,1,train,104109071073
quiet,1,train,104109074652
quiet,1,train,104109075036
quiet,1,train,104109078999
quiet,1,train,104109079480
quiet,1,train,104109081519
quiet,1,train,104109086516
quiet,1,train,104109088490
quiet,1,train,104109090435
quiet,1,train,104109103352
quiet,1,val,104105683403
quiet,1,val,104106690875
quiet,1,val,104106734438
quiet,1,val,104106750365
quiet,1,val,104106820573
quiet,1,val,104106945388
quiet,1,val,104107083244
quiet,1,val,104107086323
quiet,1,val,104107134966
quiet,1,val,104107144403
quiet,1,val,104107239815
quiet,1,val,104107250587
quiet,1,val,104107479776
quiet,1,val,104107524436
quiet,1,val,104107540001
quiet,1,val,104107552461
quiet,1,val,104107573578
quiet,1,val,104107722079
quiet,1,val,104107777564
quiet,1,val,104107785618
quiet,1,val,104107931630
quiet,1,val,104107973752
quiet,1,val,104108037471
quiet,1,val,104108114295
quiet,1,val,104108142104
quiet,1,val,104108272389
quiet,1,val,104108282347
quiet,1,val,104108295662
quiet,1,val,104108296291
quiet,1,val,104108317853
quiet,1,val,104108350295
quiet,1,val,104108383685
quiet,1,val,104108391504
quiet,1,val,104108462484
quiet,1,val,104108482433
quiet,1,val,104108508211
quiet,1,val,104108509884
quiet,1,val,104108538306
quiet,1,val,104108538409
quiet,1,val,104108542880
quiet,1,val,104108544828
quiet,1,val,104108556974
quiet,1,val,104108566263
quiet,1,val,104108574933
quiet,1,val,104108584673
quiet,1,val,104108595272
quiet,1,val,104108606686
quiet,1,val,104108613968
quiet,1,val,104108627229
quiet,1,val,104108630890
quiet,1,val,104108646106
quiet,1,val,104108652136
quiet,1,val,104108662703
quiet,1,val,104108667134
quiet,1,val,104108682136
quiet,1,val,104108688960
quiet,1,val,104108695903
quiet,1,val,104108703120
quiet,1,val,104108729464
quiet,1,val,104108739176
quiet,1,val,104108740569
quiet,1,val,104108745962
quiet,1,val,104108746964
quiet,1,val,104108757604
quiet,1,val,104108773563
quiet,1,val,104108781507
quiet,1,val,104108788928
quiet,1,val,104108790088
quiet,1,val,104108820453
quiet,1,val,104108827215
quiet,1,val,104108834683
quiet,1,val,104108839187
quiet,1,val,104108853728
quiet,1,val,104108854371
quiet,1,val,104108856552
quiet,1,val,104108857740
quiet,1,val,104108859766
quiet,1,val,104108866981
quiet,1,val,104108869071
quiet,1,val,104108888653
quiet,1,val,104108917829
quiet,1,val,104108920377
quiet,1,val,104108929350
quiet,1,val,104108933772
quiet,1,val,104108935073
quiet,1,val,104108958485
quiet,1,val,104108964030
quiet,1,val,104108964392
quiet,1,val,104108969952
quiet,1,val,104108988788
quiet,1,val,104108989567
quiet,1,val,104108989954
quiet,1,val,104108993069
quiet,1,val,104108995273
quiet,1,val,104108996622
quiet,1,val,104108997771
quiet,1,val,104109004950
quiet,1,val,104109009682
quiet,1,val,104109014683
quiet,1,val,104109017528
quiet,1,val,104109029831
quiet,1,val,104109033778
quiet,1,val,104109039511
quiet,1,val,104109053645
quiet,1,val,104109057340
quiet,1,val,104109063442
quiet,1,val,104109070181
quiet,1,val,104109072715
quiet,1,test,104106729605
quiet,1,test,104106802049
quiet,1,test,104106813033
quiet,1,test,104107057634
quiet,1,test,104107156101
quiet,1,test,104107196040
quiet,1,test,104107258151
quiet,1,test,104107277214
quiet,1,test,104107286515
quiet,1,test,104107350098
quiet,1,test,104107427714
quiet,1,test,104107503214
quiet,1,test,104107512304
quiet,1,test,104107525811
quiet,1,test,104107550926
quiet,1,test,104107563575
quiet,1,test,104107566104
quiet,1,test,104107819138
quiet,1,test,104107858772
quiet,1,test,104108004256
quiet,1,test,104108041370
quiet,1,test,104108048695
quiet,1,test,104108086956
quiet,1,test,104108149725
quiet,1,test,104108219831
quiet,1,test,104108251388
quiet,1,test,104108285616
quiet,1,test,104108295496
quiet,1,test,104108299949
quiet,1,test,104108307753
quiet,1,test,104108329417
quiet,1,test,104108341967
quiet,1,test,104108375027
quiet,1,test,104108404615
quiet,1,test,104108410829
quiet,1,test,104108426319
quiet,1,test,104108460439
quiet,1,test,104108482233
quiet,1,test,104108516063
quiet,1,test,104108522829
quiet,1,test,104108531872
quiet,1,test,104108583735
quiet,1,test,104108602675
quiet,1,test,104108609843
quiet,1,test,104108620360
quiet,1,test,104108622319
quiet,1,test,104108626167
quiet,1,test,104108670376
quiet,1,test,104108683768
quiet,1,test,104108690599
quiet,1,test,104108701046
quiet,1,test,104108707005
quiet,1,test,104108707624
quiet,1,test,104108709585
quiet,1,test,104108732600
quiet,1,test,104108745014
quiet,1,test,104108757423
quiet,1,test,104108774096
quiet,1,test,104108777350
quiet,1,test,104108780545
quiet,1,test,104108791651
quiet,1,test,104108795931
quiet,1,test,104108815872
quiet,1,test,104108822531
quiet,1,test,104108829152
quiet,1,test,104108860715
quiet,1,test,104108865747
quiet,1,test,104108866643
quiet,1,test,104108870597
quiet,1,test,104108881377
quiet,1,test,104108884118
quiet,1,test,104108894082
quiet,1,test,104108907676
quiet,1,test,104108912548
quiet,1,test,104108919133
quiet,1,test,104108920555
quiet,1,test,104108925239
quiet,1,test,104108925730
quiet,1,test,104108929764
quiet,1,test,104108931542
quiet,1,test,104108940280
quiet,1,test,104108971045
quiet,1,test,104108977018
quiet,1,test,104108979500
quiet,1,test,104108982061
quiet,1,test,104108984172
quiet,1,test,104108984672
quiet,1,test,104108985619
quiet,1,test,104108987545
quiet,1,test,104108994336
quiet,1,test,104109008763
quiet,1,test,104109011054
quiet,1,test,104109020493
quiet,1,test,104109022874
quiet,1,test,104109042223
quiet,1,test,104109046484
quiet,1,test,104109048481
quiet,1,test,104109051954
quiet,2,train,104105588631
quiet,2,train,104105683403
quiet,2,train,104106057649
quiet,2,train,104106709500
quiet,2,train,104106729605
quiet,2,train,104106734438
quiet,2,train,104106746366
quiet,2,train,104106756808
quiet,2,train,104106769963
quiet,2,train,104106802049
quiet,2,train,104106813033
quiet,2,train,104106820573
quiet,2,train,104106837135
quiet,2,train,104106894431
quiet,2,train,104106936543
quiet,2,train,104107057634
quiet,2,train,104107083244
quiet,2,train,104107086323
quiet,2,train,104107096406
quiet,2,train,104107110878
quiet,2,train,104107112373
quiet,2,train,104107134966
quiet,2,train,104107144403
quiet,2,train,104107181532
quiet,2,train,104107184967
quiet,2,train,104107196040
quiet,2,train,104107239815
quiet,2,train,104107250587
quiet,2,train,104107252612
quiet,2,train,104107258151
quiet,2,train,104107286515
quiet,2,train,104107289175
quiet,2,train,104107305834
quiet,2,train,104107350098
quiet,2,train,104107427714
quiet,2,train,104107455173
quiet,2,train,104107503214
quiet,2,train,104107512304
quiet,2,train,104107525811
quiet,2,train,104107540001
quiet,2,train,104107552461
quiet,2,train,104107560265
quiet,2,train,104107563575
quiet,2,train,104107566104
quiet,2,train,104107722079
quiet,2,train,104107777564
quiet,2,train,104107795179
quiet,2,train,104107796270
quiet,2,train,104107819138
quiet,2,train,104107844041
quiet,2,train,104107858772
quiet,2,train,104107931630
quiet,2,train,104107973752
quiet,2,train,104108004071
quiet,2,train,104108024282
quiet,2,train,104108041370
quiet,2,train,104108045572
quiet,2,train,104108048695
quiet,2,train,104108050876
quiet,2,train,104108086956
quiet,2,train,104108105366
quiet,2,train,104108114295
quiet,2,train,104108136936
quiet,2,train,104108142104
quiet,2,train,104108198082
quiet,2,train,104108225562
quiet,2,train,104108231125
quiet,2,train,104108251388
quiet,2,train,104108257061
quiet,2,train,104108272389
quiet,2,train,104108285616
quiet,2,train,104108295496
quiet,2,train,104108296291
quiet,2,train,104108298920
quiet,2,train,104108302429
quiet,2,train,104108317853
quiet,2,train,104108323626
quiet,2,train,104108329417
quiet,2,train,104108331324
quiet,2,train,104108331521
quiet,2,train,104108341967
quiet,2,train,104108350295
quiet,2,train,104108364492
quiet,2,train,104108374459
quiet,2,train,104108375027
quiet,2,train,104108383685
quiet,2,train,104108391504
quiet,2,train,104108402765
quiet,2,train,104108403161
quiet,2,train,104108423834
quiet,2,train,104108424232
quiet,2,train,104108424749
quiet,2,train,104108426319
quiet,2,train,104108432307
quiet,2,train,104108439840
quiet,2,train,104108442047
quiet,2,train,104108455579
quiet,2,train,104108460439
quiet,2,train,104108475014
quiet,2,train,104108479327
quiet,2,train,104108482233
quiet,2,train,104108482433
quiet,2,train,104108486184
quiet,2,train,104108486750
quiet,2,train,104108508211
quiet,2,train,104108509599
quiet,2,train,104108522829
quiet,2,train,104108531872
quiet,2,train,104108537471
quiet,2,train,104108542880
quiet,2,train,104108543776
quiet,2,train,104108544828
quiet,2,train,104108551485
quiet,2,train,104108555767
quiet,2,train,104108558415
quiet,2,train,104108560046
quiet,2,train,104108574933
quiet,2,train,104108576174
quiet,2,train,104108583839
quiet,2,train,104108584673
quiet,2,train,104108595272
quiet,2,train,104108601667
quiet,2,train,104108602675
quiet,2,train,104108603773
quiet,2,train,104108603862
quiet,2,train,104108611766
quiet,2,train,104108613968
quiet,2,train,104108615890
quiet,2,train,104108620360
quiet,2,train,104108622201
quiet,2,train,104108622246
quiet,2,train,104108622319
quiet,2,train,104108622359
quiet,2,train,104108626167
quiet,2,train,104108630312
quiet,2,train,104108630890
quiet,2,train,104108630923
quiet,2,train,104108642604
quiet,2,train,104108646106
quiet,2,train,104108648056
quiet,2,train,104108655852
quiet,2,train,104108662703
quiet,2,train,104108670376
quiet,2,train,104108678513
quiet,2,train,104108682136
quiet,2,train,104108683768
quiet,2,train,104108688960
quiet,2,train,104108689696
quiet,2,train,104108690599
quiet,2,train,104108701046
quiet,2,train,104108703120
quiet,2,train,104108707416
quiet,2,train,104108707624
quiet,2,train,104108711163
quiet,2,train,104108718686
quiet,2,train,104108725465
quiet,2,train,104108729738
quiet,2,train,104108730392
quiet,2,train,104108732600
quiet,2,train,104108734198
quiet,2,train,104108739176
quiet,2,train,104108745014
quiet,2,train,104108745962
quiet,2,train,104108746166
quiet,2,train,104108754062
quiet,2,train,104108757423
quiet,2,train,104108760626
quiet,2,train,104108772466
quiet,2,train,104108773563
quiet,2,train,104108774096
quiet,2,train,104108777350
quiet,2,train,104108780545
quiet,2,train,104108783257
quiet,2,train,104108788928
quiet,2,train,104108789981
quiet,2,train,104108790045
quiet,2,train,104108790088
quiet,2,train,104108791651
quiet,2,train,104108794974
quiet,2,train,104108795931
quiet,2,train,104108799268
quiet,2,train,104108799848
quiet,2,train,104108804256
quiet,2,train,104108815872
quiet,2,train,104108820409
quiet,2,train,104108820453
quiet,2,train,104108822531
quiet,2,train,104108827215
quiet,2,train,104108829152
quiet,2,train,104108836631
quiet,2,train,104108850287
quiet,2,train,104108854371
quiet,2,train,104108857740
quiet,2,train,104108865747
quiet,2,train,104108866981
quiet,2,train,104108869071
quiet,2,train,104108870597
quiet,2,train,104108874835
quiet,2,train,104108876134
quiet,2,train,104108877288
quiet,2,train,104108881377
quiet,2,train,104108884118
quiet,2,train,104108888885
quiet,2,train,104108888986
quiet,2,train,104108894082
quiet,2,train,104108897301
quiet,2,train,104108912548
quiet,2,train,104108913569
quiet,2,train,104108914376
quiet,2,train,104108917829
quiet,2,train,104108920377
quiet,2,train,104108925239
quiet,2,train,104108925730
quiet,2,train,104108926443
quiet,2,train,104108929350
quiet,2,train,104108930083
quiet,2,train,104108931149
quiet,2,train,104108933772
quiet,2,train,104108935073
quiet,2,train,104108940280
quiet,2,train,104108945282
quiet,2,train,104108945746
quiet,2,train,104108947440
quiet,2,train,104108952273
quiet,2,train,104108953674
quiet,2,train,104108958236
quiet,2,train,104108958485
quiet,2,train,104108958555
quiet,2,train,104108964392
quiet,2,train,104108968431
quiet,2,train,104108969952
quiet,2,train,104108971045
quiet,2,train,104108971431
quiet,2,train,104108977018
quiet,2,train,104108981612
quiet,2,train,104108982584
quiet,2,train,104108984172
quiet,2,train,104108984672
quiet,2,train,104108985619
quiet,2,train,104108986978
quiet,2,train,104108987545
quiet,2,train,104108987911
quiet,2,train,104108988788
quiet,2,train,104108989567
quiet,2,train,104108989954
quiet,2,train,104108990768
quiet,2,train,104108992130
quiet,2,train,104108993069
quiet,2,train,104108994336
quiet,2,train,104108995273
quiet,2,train,104108997771
quiet,2,train,104109007141
quiet,2,train,104109008763
quiet,2,train,104109009682
quiet,2,train,104109011054
quiet,2,train,104109014683
quiet,2,train,104109017528
quiet,2,train,104109023688
quiet,2,train,104109029831
quiet,2,train,104109033778
quiet,2,train,104109034938
quiet,2,train,104109038191
quiet,2,train,104109042223
quiet,2,train,104109046484
quiet,2,train,104109048481
quiet,2,train,104109049053
quiet,2,train,104109052464
quiet,2,train,104109057282
quiet,2,train,104109057340
quiet,2,train,104109063442
quiet,2,train,104109070181
quiet,2,train,104109072715
quiet,2,train,104109075036
quiet,2,train,104109078999
quiet,2,train,104109090435
quiet,2,val,104105980871
quiet,2,val,104106690875
quiet,2,val,104106852409
quiet,2,val,104106881654
quiet,2,val,104106931220
quiet,2,val,104107001320
quiet,2,val,104107090377
quiet,2,val,104107110887
quiet,2,val,104107156101
quiet,2,val,104107277214
quiet,2,val,104107340288
quiet,2,val,104107408279
quiet,2,val,104107445277
quiet,2,val,104107526523
quiet,2,val,104107550926
quiet,2,val,104107573578
quiet,2,val,104107707060
quiet,2,val,104107785618
quiet,2,val,104107985531
quiet,2,val,104108004256
quiet,2,val,104108006544
quiet,2,val,104108097531
quiet,2,val,104108097533
quiet,2,val,104108149725
quiet,2,val,104108219831
quiet,2,val,104108253740
quiet,2,val,104108259525
quiet,2,val,104108281868
quiet,2,val,104108299949
quiet,2,val,104108307753
quiet,2,val,104108313767
quiet,2,val,104108334861
quiet,2,val,104108404615
quiet,2,val,104108410829
quiet,2,val,104108424195
quiet,2,val,104108438364
quiet,2,val,104108447874
quiet,2,val,104108455088
quiet,2,val,104108458011
quiet,2,val,104108462484
quiet,2,val,104108467765
quiet,2,val,104108471272
quiet,2,val,104108504580
quiet,2,val,104108509884
quiet,2,val,104108516063
quiet,2,val,104108525589
quiet,2,val,104108538306
quiet,2,val,104108538409
quiet,2,val,104108544266
quiet,2,val,104108552929
quiet,2,val,104108556974
quiet,2,val,104108583735
quiet,2,val,104108595636
quiet,2,val,104108601239
quiet,2,val,104108602176
quiet,2,val,104108606686
quiet,2,val,104108609843
quiet,2,val,104108612795
quiet,2,val,104108623685
quiet,2,val,104108658172
quiet,2,val,104108678419
quiet,2,val,104108707005
quiet,2,val,104108709585
quiet,2,val,104108740569
quiet,2,val,104108745648
quiet,2,val,104108745885
quiet,2,val,104108757604
quiet,2,val,104108758944
quiet,2,val,104108774361
quiet,2,val,104108775417
quiet,2,val,104108781507
quiet,2,val,104108793880
quiet,2,val,104108798362
quiet,2,val,104108800692
quiet,2,val,104108812608
quiet,2,val,104108814105
quiet,2,val,104108838791
quiet,2,val,104108839187
quiet,2,val,104108856628
quiet,2,val,104108860715
quiet,2,val,104108866643
quiet,2,val,104108878064
quiet,2,val,104108883315
quiet,2,val,104108896286
quiet,2,val,104108907676
quiet,2,val,104108910520
quiet,2,val,104108919133
quiet,2,val,104108920555
quiet,2,val,104108929764
quiet,2,val,104108931542
quiet,2,val,104108957038
quiet,2,val,104108964030
quiet,2,val,104108969697
quiet,2,val,104108973712
quiet,2,val,104108979500
quiet,2,val,104108982061
quiet,2,val,104108999963
quiet,2,val,104109010293
quiet,2,val,104109010635
quiet,2,val,104109020493
quiet,2,val,104109021662
quiet,2,val,104109022874
quiet,2,val,104109051954
quiet,2,val,104109079480
quiet,2,val,104109081519
quiet,2,val,104109088490
quiet,2,val,104109103352
quiet,2,test,104104481434
quiet,2,test,104106715634
quiet,2,test,104106715943
quiet,2,test,104106750365
quiet,2,test,104106945388
quiet,2,test,104107185014
quiet,2,test,104107238512
quiet,2,test,104107403238
quiet,2,test,104107479776
quiet,2,test,104107524436
quiet,2,test,104107671918
quiet,2,test,104107836185
quiet,2,test,104107850200
quiet,2,test,104107890258
quiet,2,test,104108037471
quiet,2,test,104108079090
quiet,2,test,104108125521
quiet,2,test,104108140332
quiet,2,test,104108163803
quiet,2,test,104108282347
quiet,2,test,104108295662
quiet,2,test,104108337629
quiet,2,test,104108342587
quiet,2,test,104108373886
quiet,2,test,104108378455
quiet,2,test,104108379716
quiet,2,test,104108385467
quiet,2,test,104108426589
quiet,2,test,104108443832
quiet,2,test,104108444505
quiet,2,test,104108457626
quiet,2,test,104108465606
quiet,2,test,104108553448
quiet,2,test,104108558803
quiet,2,test,104108561221
quiet,2,test,104108566263
quiet,2,test,104108568354
quiet,2,test,104108587526
quiet,2,test,104108592506
quiet,2,test,104108593196
quiet,2,test,104108597661
quiet,2,test,104108598402
quiet,2,test,104108607496
quiet,2,test,104108610169
quiet,2,test,104108627229
quiet,2,test,104108640643
quiet,2,test,104108647249
quiet,2,test,104108649028
quiet,2,test,104108652136
quiet,2,test,104108653387
quiet,2,test,104108667134
quiet,2,test,104108695903
quiet,2,test,104108707962
quiet,2,test,104108726540
quiet,2,test,104108729176
quiet,2,test,104108729464
quiet,2,test,104108739992
quiet,2,test,104108743726
quiet,2,test,104108746964
quiet,2,test,104108752262
quiet,2,test,104108753924
quiet,2,test,104108764295
quiet,2,test,104108769212
quiet,2,test,104108783945
quiet,2,test,104108785710
quiet,2,test,104108788617
quiet,2,test,104108810212
quiet,2,test,104108812334
quiet,2,test,104108826085
quiet,2,test,104108834683
quiet,2,test,104108839146
quiet,2,test,104108839865
quiet,2,test,104108845850
quiet,2,test,104108849407
quiet,2,test,104108853728
quiet,2,test,104108856552
quiet,2,test,104108858221
quiet,2,test,104108859766
quiet,2,test,104108879762
quiet,2,test,104108888653
quiet,2,test,104108905183
quiet,2,test,104108906517
quiet,2,test,104108916291
quiet,2,test,104108920656
quiet,2,test,104108926551
quiet,2,test,104108931680
quiet,2,test,104108933035
quiet,2,test,104108933415
quiet,2,test,104108933702
quiet,2,test,104108942837
quiet,2,test,104108950576
quiet,2,test,104108953299
quiet,2,test,104108963586
quiet,2,test,104108965923
quiet,2,test,104108967028
quiet,2,test,104108970189
quiet,2,test,104108970398
quiet,2,test,104108972455
quiet,2,test,104108976984
quiet,2,test,104108979815
quiet,2,test,104108983415
quiet,2,test,104108985360
quiet,2,test,104108988188
quiet,2,test,104108996622
quiet,2,test,104109004950
quiet,2,test,104109005490
quiet,2,test,104109005505
quiet,2,test,104109011775
quiet,2,test,104109016876
quiet,2,test,104109027205
quiet,2,test,104109028923
quiet,2,test,104109039511
quiet,2,test,104109044506
quiet,2,test,104109053645
quiet,2,test,104109071073
quiet,2,test,104109074652
quiet,2,test,104109086516
quiet,3,train,104105588631
quiet,3,train,104106690875
quiet,3,train,104106715634
quiet,3,train,104106715943
quiet,3,train,104106729605
quiet,3,train,104106750365
quiet,3,train,104106802049
quiet,3,train,104106837135
quiet,3,train,104106852409
quiet,3,train,104106881654
quiet,3,train,104106894431
quiet,3,train,104106936543
quiet,3,train,104106945388
quiet,3,train,104107001320
quiet,3,train,104107057634
quiet,3,train,104107083244
quiet,3,train,104107086323
quiet,3,train,104107090377
quiet,3,train,104107112373
quiet,3,train,104107134966
quiet,3,train,104107156101
quiet,3,train,104107184967
quiet,3,train,104107185014
quiet,3,train,104107196040
quiet,3,train,104107238512
quiet,3,train,104107239815
quiet,3,train,104107258151
quiet,3,train,104107286515
quiet,3,train,104107289175
quiet,3,train,104107350098
quiet,3,train,104107403238
quiet,3,train,104107408279
quiet,3,train,104107427714
quiet,3,train,104107455173
quiet,3,train,104107512304
quiet,3,train,104107525811
quiet,3,train,104107540001
quiet,3,train,104107552461
quiet,3,train,104107560265
quiet,3,train,104107563575
quiet,3,train,104107566104
quiet,3,train,104107573578
quiet,3,train,104107671918
quiet,3,train,104107777564
quiet,3,train,104107785618
quiet,3,train,104107819138
quiet,3,train,104107850200
quiet,3,train,104107858772
quiet,3,train,104107973752
quiet,3,train,104107985531
quiet,3,train,104108004071
quiet,3,train,104108006544
quiet,3,train,104108024282
quiet,3,train,104108041370
quiet,3,train,104108048695
quiet,3,train,104108050876
quiet,3,train,104108086956
quiet,3,train,104108097531
quiet,3,train,104108097533
quiet,3,train,104108114295
quiet,3,train,104108125521
quiet,3,train,104108136936
quiet,3,train,104108142104
quiet,3,train,104108163803
quiet,3,train,104108225562
quiet,3,train,104108231125
quiet,3,train,104108251388
quiet,3,train,104108253740
quiet,3,train,104108257061
quiet,3,train,104108259525
quiet,3,train,104108272389
quiet,3,train,104108281868
quiet,3,train,104108282347
quiet,3,train,104108285616
quiet,3,train,104108295496
quiet,3,train,104108296291
quiet,3,train,104108298920
