,Prefer,Monotonous,Quiet,Extensive,Vivid,Oppressive,WV_Sky,WV_Highrisebuilding,WV_Lowrisebuilding,WV_Grass,WV_Hardground,WV_Tree,WV_Water,WV_Railing,WV_Road,WV_Barrenland,WV_Buildinginterior,LC_Water,LC_Trees,LC_Crops,LC_Built_Area,LC_Bare_Ground,LC_Rangeland,BD,FAR,BH,BH_SD,NDBI,NDVI
LC_Crops,0.06404230258111306,-0.049994381562633486,0.04905084401830314,0.04923528756182862,0.07744301864025574,-0.04089196195300842,0.040556461254862876,-0.09535990865631036,-0.046037003969021675,0.1468970806982614,0.04418582038867624,0.06464646926544286,0.02423724204166401,-0.008539551481261305,-0.037524377087285815,0.05856618222347069,0.019755228746514635,0.21314343287466309,0.3112616806811399,1.0,-0.41440428879713503,0.17879376581574682,0.3976828252723369,-0.3841390789241952,-0.46142104140398793,-0.4634124953143659,-0.3839478001379951,-0.22988411028633993,0.2527452233177748
LC_Built_Area,-0.08635947482496371,0.05161222997599214,-0.060689894913564094,-0.08769668397622789,-0.07208400133950545,0.07536061949827594,-0.08725676152154865,0.11590408951207029,0.04300615477735872,-0.15917620170330277,-0.0019043159439323589,-0.10593059399363326,-0.2665820731683782,-0.010929846736050346,-0.004179255772948934,-0.07164902162188999,0.02352036658096296,-0.7944427707872861,-0.45552845389862706,-0.41440428879713503,1.0,-0.1416800498121586,-0.6885675353893268,0.6032036392199454,0.5999302652476344,0.5639875605757525,0.36618287741060146,0.6400130440639499,-0.0784278827841598
LC_Bare_Ground,0.032494292473334546,0.0023964283942384756,-0.011450190566442474,0.02954327450134758,0.020661312986928387,-0.015286968712320074,0.03523790943751734,-0.03334512806715596,0.010204390028351395,0.02260025290749773,0.016606297439017825,0.0243688522934666,0.06490630610125867,0.036711673730222355,0.006189550815996211,0.07697435191317394,-0.030262848007907937,0.07114345955587187,0.024637891393205127,0.17879376581574682,-0.1416800498121586,1.0,0.1423444957308767,-0.0919993685153857,-0.10891249593039304,-0.10877722019163731,-0.09088983618224916,-0.07939306360455214,-0.005648126796677322
LC_Rangeland,0.03173252873675039,-0.006523912588963062,0.04100465770064225,0.0243839562422588,0.07543843586508983,-0.004922433575806601,0.034211983771863,-0.0697006046443733,-0.07817709136291368,0.14778149315102332,-0.011259868504252365,0.05509098301292587,0.10107395300798941,0.038415623098020636,-0.008867503796614844,0.056191814478524615,0.011242015584380472,0.3129909980617388,0.3284688874313493,0.3976828252723369,-0.6885675353893268,0.1423444957308767,1.0,-0.5474661655484666,-0.5291968051999686,-0.4236322704015656,-0.23221549441122508,-0.3900119702709094,0.22029301573536583
BD,-0.07874305464018805,0.024275041259460915,-0.04271001830849144,-0.0547489514813545,-0.1033568547359937,0.027887668617793574,-0.059923170251994964,0.10170921805176343,0.1235709650308447,-0.19661457136663751,-0.02903339175960148,-0.11227664194148773,-0.1248356886244606,-0.015170085256444485,-0.013548389091370855,-0.04530186964247798,9.96913686309698e-05,-0.3986319044280854,-0.3314524909603846,-0.3841390789241952,0.6032036392199454,-0.0919993685153857,-0.5474661655484666,1.0,0.8084589456490546,0.470171823922953,0.20920748077001397,0.5361851683146467,-0.1356012373998217
FAR,-0.10621562492664044,0.06430255499277146,-0.0680301908752725,-0.08505502193559178,-0.1315174680745441,0.06245690322215252,-0.08117288426060751,0.14722298364968034,0.06692183421952283,-0.22117861452037121,-0.039773444343878105,-0.11055116218937784,-0.14277731329876586,0.011501780135191065,-0.008735868119416674,-0.09408202070116065,-0.015852241696653665,-0.38075382463322854,-0.3417509859705339,-0.46142104140398793,0.5999302652476344,-0.10891249593039304,-0.5291968051999686,0.8084589456490546,1.0,0.8489788083174289,0.6211006910897903,0.42840918498105074,-0.11299963466728509
BH,-0.11532180597351678,0.08549737557810277,-0.08313339260312297,-0.10480677947406059,-0.11297732277905329,0.09861826877559386,-0.09186123667148031,0.1614281769338986,-0.011665025111214844,-0.19261757556932882,-0.038476881697697085,-0.09234588524375603,-0.16125765727085528,0.050334634529202275,-0.00043374416468734423,-0.11915582698338083,-0.02553077998504566,-0.3980156934826101,-0.3085935242908724,-0.4634124953143659,0.5639875605757525,-0.10877722019163731,-0.4236322704015656,0.470171823922953,0.8489788083174289,1.0,0.8519232283686977,0.31537265992460817,-0.05923322472289646
BH_SD,-0.10977489286219236,0.07568033554112526,-0.055058544927598874,-0.10137346352912811,-0.056670841138424945,0.09966435289710361,-0.09513862651532776,0.13302488556193628,-0.0738909297630995,-0.11083525201270548,-0.030021756424112384,-0.06646465941292523,-0.12507624031683515,0.0848789010536302,0.002855953906249678,-0.1160547378536934,-0.010869401460721908,-0.2533452616509025,-0.2492307499558538,-0.3839478001379951,0.36618287741060146,-0.09088983618224916,-0.23221549441122508,0.20920748077001397,0.6211006910897903,0.8519232283686977,1.0,0.1680287764650942,-0.061659962417096086
NDBI,-0.06536316609714111,0.060548608582027444,-0.07393552833640747,-0.05491523819438546,-0.09195687692637715,0.0788260810689133,-0.07525250835873006,0.10907961610848317,0.08323555551183526,-0.09794707375309701,0.02143291826575197,-0.14895223371127622,-0.19820683659618027,-0.042957595747327035,0.0524192230226522,0.01587994030204444,0.03428379541988463,-0.5722954366941817,-0.3681647541141077,-0.22988411028633993,0.6400130440639499,-0.07939306360455214,-0.3900119702709094,0.5361851683146467,0.42840918498105074,0.31537265992460817,0.1680287764650942,1.0,-0.4653086640563731
NDVI,0.032459902602426004,-0.05671611486891639,0.04891032791505721,0.012917414276877889,0.10027394130977263,-0.04861785935508676,0.022007658453484506,-0.08278994636530948,-0.03592117277743796,0.03997122862171116,-0.01804693514376511,0.09026174317204462,-0.08590223035993082,0.04034588829453617,-0.08422661868190208,-0.03361813264820053,0.01560519657676567,-0.056718119065958694,0.3217212388556474,0.2527452233177748,-0.0784278827841598,-0.005648126796677322,0.22029301573536583,-0.1356012373998217,-0.11299963466728509,-0.05923322472289646,-0.061659962417096086,-0.4653086640563731,1.0
