Simple_ID,H3_ID,Center_Lat,Center_Lon
56,8740a699dffffff,30.64661942697187,114.42259692817655
57,8740a6852ffffff,30.64504341626814,114.17340238595841
58,8740a698affffff,30.64482012182858,114.39928538361518
59,8740a6853ffffff,30.64319701648022,114.15003277834306
60,8740a698bffffff,30.643016178708734,114.37596852536394
61,8741996c3ffffff,30.64244644163994,114.60137571387752
62,8740a685effffff,30.641345949839167,114.12665791990159
63,8740a6858ffffff,30.6394902137847,114.10327781664769
64,8740a6810ffffff,30.639394368146334,114.32931889143661
65,8740a6811ffffff,30.637576495516793,114.30598612760724
66,8740a681cffffff,30.635753974536758,114.2826480737814
67,8740a681dffffff,30.633926802622355,114.25930473590674
68,8740a680affffff,30.632094977193532,114.23595611994061
69,8740a680bffffff,30.630258495674134,114.21260223185006
70,8740a6856ffffff,30.628417355491873,114.18924307761188
71,8740a698effffff,30.62818607139075,114.41507454666302
72,8740a6850ffffff,30.62657155407835,114.16587866321251
73,8740a6988ffffff,30.626382695378616,114.39176291280644
74,8740a6851ffffff,30.624721088869087,114.14250899464814
75,8740a6989ffffff,30.624574681850454,114.36844596790624
76,8740a685cffffff,30.622865957303496,114.11913407792457
77,8740a6814ffffff,30.6227620282106,114.34512371787312
78,8740a6815ffffff,30.620944731867237,114.32179616862747
79,8740a6802ffffff,30.619122790232353,114.29846332609935
80,8740a6803ffffff,30.61729620072181,114.27512519622864
81,8740a680effffff,30.615464960755272,114.25178178496482
82,8740a6808ffffff,30.61362906775633,114.22843309826719
83,8740a6809ffffff,30.611788519152398,114.20507914210461
84,8740a6854ffffff,30.609943312374796,114.18171992245578
85,8740a698cffffff,30.609746472634793,114.40755266067156
86,8740a698dffffff,30.607939025537274,114.38424093838574
87,8741996c5ffffff,30.607396080523692,114.609597829193
88,8740a6842ffffff,30.60623891404331,114.13498571666234
89,8740a6832ffffff,30.606126941387412,114.36092390770267
90,8740a6843ffffff,30.604379717371575,114.11161074252345
91,8740a6833ffffff,30.6043102175931,114.33760157453489
92,8740a6800ffffff,30.60066284072202,114.29094102444408
93,8740a6848ffffff,30.60064731625091,114.06484508184828
94,8740a6801ffffff,30.59883218248025,114.26760281939477
95,8740a680cffffff,30.5969968742641,114.24425933560815
96,8740a6b14ffffff,30.596896221119767,114.01805851153874
97,8741996f4ffffff,30.59603051737986,114.69507977445608
98,8740a680dffffff,30.59515691350071,114.22091057904535
99,8740a6872ffffff,30.593312297621125,114.19755655567721
100,8741996e2ffffff,30.592514800501917,114.64858955087284
101,8740a6873ffffff,30.591463024060225,114.17419727148422
102,8740a69abffffff,30.59130063232259,114.40003127041243
103,8740a6836ffffff,30.589489113926376,114.37671946056324
104,8740a6840ffffff,30.587750493653722,114.12746294459411
105,8740a6830ffffff,30.58767295894466,114.35340234496314
106,8740a6841ffffff,30.5858872316975,114.1040879139065
107,8740a6831ffffff,30.585852164788932,114.33007992952666
108,8740a6804ffffff,30.58402672887452,114.30675222017797
109,8740a684cffffff,30.584019301838744,114.08070764641292
110,8740a6805ffffff,30.582196648620606,114.28341922285091
111,8740a682affffff,30.580361921450184,114.26008094348909
112,8740a6b32ffffff,30.58026942823569,114.03393142513325
113,8740a682bffffff,30.578522544790154,114.23673738804582
114,8740a6b33ffffff,30.578387479412307,114.010535483434
115,8740a69a3ffffff,30.57826753100791,114.46241418809224
116,8740a6876ffffff,30.57667851607127,114.21338856248411
117,8740a6870ffffff,30.57482983272813,114.19003447277663
118,8740a6871ffffff,30.572976492199277,114.16667512490575
119,8740a6834ffffff,30.57103296217455,114.36919847954891
120,8740a6835ffffff,30.569212736154082,114.34588127989758
121,8740a6822ffffff,30.567387871433212,114.32255878305817
122,8740a682effffff,30.563724215569753,114.27589792152918
123,8740a6b36ffffff,30.56363984239139,114.04979972316161
124,8740a69a6ffffff,30.563419097619807,114.50147017649998
125,8740a6828ffffff,30.56188541927651,114.25255956872083
126,8740a6b30ffffff,30.56175850517657,114.0264089524825
127,8740a69a0ffffff,30.561622575357212,114.47818478484422
128,8740a6829ffffff,30.56004197398161,114.22921594248692
129,8740a6874ffffff,30.558193877119415,114.20586704879233
130,8740a6875ffffff,30.556341126128153,114.1825128936116
131,8740a6863ffffff,30.552621651530817,114.13578882273843
132,8740a686effffff,30.550754922820758,114.11241891904352
133,8740a6826ffffff,30.55074627465432,114.33836071271573
134,8740a6820ffffff,30.548917339167858,114.31503813533904
135,8740a6868ffffff,30.54888352977365,114.08904377785755
136,8740a6821ffffff,30.54708376288026,114.29171026935063
137,874199659ffffff,30.546770885924605,114.51723089586369
138,8740a682cffffff,30.545245543217867,114.2683771206882
139,8740a69a4ffffff,30.544974909034107,114.493950739165
140,8740a682dffffff,30.54340267761089,114.24503869529912
141,8740a695affffff,30.541555163493424,114.2216949991404
142,8740a695bffffff,30.5397029983034,114.19834603817878
143,8740a6866ffffff,30.537846179482667,114.17499181839077
144,8740a6919ffffff,30.534101944796436,114.35415800878461
145,8740a6824ffffff,30.53227357609085,114.33084064362727
146,8740a686cffffff,30.532247775713245,114.10489766597748
147,8740a6825ffffff,30.530440569641566,114.30751798657873
148,8740a686dffffff,30.530372316866288,114.08152247084155
149,8740a6952ffffff,30.528602922874718,114.28419004356887
150,87419964affffff,30.528324538295475,114.50971205071775
151,8740a6953ffffff,30.526760633220203,114.2608568205372
152,8740a695effffff,30.524913698111863,114.23751832343295
153,8740a6958ffffff,30.52306211498736,114.21417455821508
154,8740a6959ffffff,30.521205881288267,114.19082553085221
155,8740a6911ffffff,30.521096605695277,114.41655906466339
156,8740a6864ffffff,30.519344994460017,114.1674712473226
157,8740a691cffffff,30.519278061671145,114.39325752127246
158,8740a6865ffffff,30.517479451952003,114.14411171361427
159,8740a691dffffff,30.517454888120444,114.36995067090183
160,8740a690affffff,30.515627082461364,114.34663851945416
161,8740a4492ffffff,30.515609251217473,114.12074693572485
162,8740a690bffffff,30.513794642115894,114.3233210728418
163,8740a4493ffffff,30.51373438971366,114.09737691966167
164,8740a6956ffffff,30.51195756450987,114.29999833698672
165,8740a449effffff,30.511854864901665,114.0740016714417
166,8740a6950ffffff,30.510115847073006,114.2766703178207
167,8740a4498ffffff,30.509970674246627,114.05062119709162
168,8740a695cffffff,30.506418482444733,114.22999845333126
169,8740a6914ffffff,30.506259085954326,114.4556276578734
170,8740a695dffffff,30.504562830132038,114.20665461991976
171,8740a6915ffffff,30.50444571901116,114.43233665230643
172,8740a694affffff,30.502702527745896,114.18330552702113
173,8740a6902ffffff,30.502627728184855,114.40904033062276
174,8740a694bffffff,30.50083757273538,114.15995118061558
175,8740a6903ffffff,30.500805110889583,114.38573869870748
176,874199673ffffff,30.50038497721356,114.61099802204228
177,8740a690effffff,30.49897786454327,114.36243176245543
178,8740a4496ffffff,30.498967962553476,114.13659158669292
179,874199646ffffff,30.498599827111985,114.58774428189871
180,8740a6908ffffff,30.497145986567716,114.33911952777112
181,874199640ffffff,30.496810071780512,114.56448518734057
182,8740a6909ffffff,30.49530947438851,114.31580200056877
183,874199641ffffff,30.4950157086105,114.54122074418682
184,8740a6954ffffff,30.493468325435078,114.2924791867723
185,87419964cffffff,30.493216734997052,114.51795095826618
186,8740a6955ffffff,30.491622537140714,114.26915109231535
187,87419964dffffff,30.491413148339,114.49467583541706
188,8740a6942ffffff,30.489772106942578,114.24581772314123
189,8740a6932ffffff,30.48960494603894,114.47139538148761
190,8740a6943ffffff,30.487917032281665,114.2224790852029
191,8740a6933ffffff,30.487792125503265,114.44810960233573
192,8740a6906ffffff,30.48597468414208,114.42481850382897
193,8740a6900ffffff,30.484152619369336,114.40152209184465
194,8740a6949ffffff,30.48232391599074,114.152431618478
195,874199671ffffff,30.481940322861337,114.60348117851292
196,8740a4494ffffff,30.480450237966675,114.12907196520648
197,8740a690dffffff,30.478658658778112,114.331601033945
198,8740a4495ffffff,30.478571902743365,114.10570707308091
199,8740a6972ffffff,30.476818074574574,114.3082834270176
200,8740a4482ffffff,30.476688907785256,114.0823369481123
201,8740a6973ffffff,30.47497285408635,114.28496053614471
202,87419966bffffff,30.474755771980064,114.5104336885142
203,8740a6946ffffff,30.47312299475029,114.26163236726184
204,8740a6936ffffff,30.472948109298034,114.48715846568356
205,8740a6940ffffff,30.471268494007184,114.23829892631417
206,8740a6941ffffff,30.469409349301625,114.21496021925657
207,8740a6931ffffff,30.469318935809955,114.44059204054155
208,8740a694cffffff,30.46754555808214,114.19161625205362
209,8740a6904ffffff,30.46749741982756,114.41730084995946
210,8740a694dffffff,30.46567711780115,114.1682670306795
211,8740a6905ffffff,30.465671280908328,114.39400434853901
212,874199675ffffff,30.465278146705614,114.61921342818535
213,8740a692affffff,30.463840516473603,114.37070254216916
214,8740a44b3ffffff,30.461926279883762,114.12155284936303
215,8740a6970ffffff,30.458320444346796,114.30076535239756
216,8740a4480ffffff,30.458156815247065,114.0748177232943
217,8740a6971ffffff,30.456471152139642,114.27744238531305
218,874199669ffffff,30.45628858199965,114.50291691012339
219,8740a6944ffffff,30.45461722158097,114.25411414286913
220,8740a448cffffff,30.454368703651685,114.02806170061493
221,8740a6945ffffff,30.452758650115157,114.23078063101283
222,8740a6935ffffff,30.45266048945789,114.45636094041396
223,8740a448dffffff,30.452467648937,114.00467586813275
224,8740a6922ffffff,30.450839518534313,114.43307497270102
225,8740a692effffff,30.447183714468245,114.3864871009157
226,8740a6974ffffff,30.441665314195504,114.31656554070129
227,8740a6975ffffff,30.439816585384676,114.29324777691788
228,8740a6963ffffff,30.43610521931882,114.2465964193461
229,8740a696effffff,30.434242576955878,114.22326283744592
230,8740a6926ffffff,30.434178921761994,114.44884445972149
231,8740a6920ffffff,30.43235387534303,114.42555839902421
232,8740a6921ffffff,30.430524209521586,114.40226702688419
233,8740a692cffffff,30.428689921722338,114.37897034918444
234,8741992dbffffff,30.42315930076182,114.30904854170232
235,8740a6966ffffff,30.42130649937456,114.28573070078764
236,8740a6960ffffff,30.419449063190307,114.26240758387365
237,8740a696cffffff,30.415720276225553,114.21574554582205
238,8740a6925ffffff,30.41386200790963,114.41804231972111
239,8740a459affffff,30.41197291949583,114.16906247519266
240,8741992d3ffffff,30.41018990435064,114.3714540935549
241,8740a459bffffff,30.41009227111999,114.14571306759272
242,8741992d8ffffff,30.406499304549747,114.32484467929545
243,8741992d9ffffff,30.40464706215076,114.30153204139754
244,8740a6964ffffff,30.402790188009636,114.27821412421582
245,8741992d6ffffff,30.39536391791442,114.4105267350016
246,8741992d0ffffff,30.39352610148027,114.38723518475955
247,8741992d1ffffff,30.391683664040055,114.36393833423664
248,8741992dcffffff,30.389836603029472,114.34063618932933
249,8741992ddffffff,30.38798491588804,114.31732875594383
250,8741992c2ffffff,30.37317120248427,114.3564230714391
251,8741992c3ffffff,30.371320066870318,114.33312084405729
252,8741992ceffffff,30.36946430562337,114.30981333084057
253,8741992c0ffffff,30.354652521383844,114.3489083053717
254,8741992c1ffffff,30.35279731098933,114.32560599637895
255,8741992ccffffff,30.350937475462892,114.30229840419467
256,8740a4414ffffff,30.350651723591355,114.07644878444412
257,8740a4415ffffff,30.34874491273557,114.05308351974129
258,8740a45b2ffffff,30.34720391882046,114.25566739393965
259,8741992f1ffffff,30.339832329463597,114.3879829504419
260,8741992eaffffff,30.33426833709719,114.31809164650345
261,8740a4433ffffff,30.332084178991717,114.06893321391911
262,8740a4406ffffff,30.330173299607615,114.04556789944893
263,8741992e2ffffff,30.321309366160953,114.38046934615359
264,8740a4430ffffff,30.315420710310807,114.08477829919106
265,8740a4431ffffff,30.313510414680213,114.06141815069805
266,8740a4404ffffff,30.311595466632568,114.03805278732452
