Complex_ID,Hexagon_ID,Lon,Lat
86-8,86,114.380087603999,30.6084810804999
86-9,86,114.376551078,30.6071030491999
87-1,87,114.599583898999,30.6141756512999
88-1,88,114.133156854999,30.6147966557999
88-2,88,114.134805133,30.6105910232
88-3,88,114.134997358,30.5989478370999
89-1,89,114.360570577,30.6098290111
89-2,89,114.361021481999,30.6085375758
89-3,89,114.366546614,30.6062914994
89-4,89,114.369027771,30.6050678486999
89-5,89,114.360235684,30.6038555242
89-6,89,114.361653309,30.6027127756999
89-7,89,114.357480925999,30.6005708930999
90-1,90,114.108660125,30.6149839829
91-1,91,114.341787599,30.6132433074999
91-2,91,114.340270133,30.610253259
91-3,91,114.340631715,30.6100260456
91-4,91,114.336275111999,30.6098482712999
91-5,91,114.34442219,30.6071910910999
91-6,91,114.340374476999,30.6040306171999
91-7,91,114.340948901,30.6004970151
91-8,91,114.336329673999,30.5963754672
92-1,92,114.291319998999,30.6019655463
92-2,92,114.281203032999,30.5995932272
92-3,92,114.288506444999,30.5944226856
93-1,93,114.071935221999,30.5924859098
94-1,94,114.266691668,30.6079031816999
94-10,94,114.272568413,30.5892113805
94-2,94,114.273033158,30.6074111058999
94-3,94,114.273780653,30.6045182476
94-4,94,114.275055687999,30.6016567096999
94-5,94,114.259246028999,30.6016008066
94-6,94,114.259409048999,30.6013728124999
94-7,94,114.279164843999,30.5963837896999
94-8,94,114.271265897999,30.5905436040999
94-9,94,114.272129480999,30.5901729413999
95-1,95,114.2534411,30.6038642577
95-2,95,114.240908298999,30.6033770612
95-3,95,114.24342488,30.6029944675999
95-4,95,114.245262566999,30.6026133167999
95-5,95,114.25394352,30.6005793397
96-1,96,114.020410264999,30.5856608897
97-1,97,114.695578538,30.5991799094
98-1,98,114.211404391,30.6021856763
98-10,98,114.215387534,30.5922291321
98-2,98,114.227852803,30.6020198185999
98-3,98,114.230465307,30.6019791073
98-4,98,114.230378998,30.5994873594999
98-5,98,114.229445236,30.5989558433
98-6,98,114.214532599999,30.5988829371
98-7,98,114.223521700999,30.5945521057999
98-8,98,114.225408826999,30.593876771
98-9,98,114.226353423999,30.5935053444999
99-1,99,114.193343003999,30.6034228752
99-2,99,114.202789582999,30.6007831336999
99-3,99,114.200520432,30.5999030947999
99-4,99,114.199649054,30.5987574870999
99-5,99,114.199423034,30.5976393326999
99-6,99,114.185697747,30.5972784508999
99-7,99,114.194241538,30.5956269079
99-8,99,114.190223255999,30.5945698099999
99-9,99,114.189996253999,30.5935967001999
100-1,100,114.650593713999,30.5936436974999
101-1,101,114.184173947999,30.5960248559
101-2,101,114.181175741,30.594570251
101-3,101,114.178586429,30.5939754171999
101-4,101,114.175516743,30.5935537256
101-5,101,114.164525045,30.5903170692999
101-6,101,114.182817608999,30.5883793002
102-1,102,114.399463283,30.5986812649
103-1,103,114.376824821,30.5977273773
103-2,103,114.377180347999,30.5967873975
103-3,103,114.372288423,30.5957060363999
103-4,103,114.378488434999,30.5946073357999
103-5,103,114.382855223999,30.5943988249
103-6,103,114.38334014,30.5943825935
103-7,103,114.379204607999,30.5916055974999
103-8,103,114.374149931,30.589512628
104-1,104,114.129086745999,30.5977465753999
105-1,105,114.353143310999,30.5973250527999
105-10,105,114.364443050999,30.5910822121
105-11,105,114.363031504999,30.5888835453
105-12,105,114.360344956,30.5876552036
105-13,105,114.346517774999,30.5843589575999
105-14,105,114.357942162,30.5826440636
105-15,105,114.355165477,30.5810757884
105-16,105,114.358537495999,30.579438838
105-2,105,114.355793141999,30.5973037884
105-3,105,114.356607287,30.5964884399
105-4,105,114.348755134,30.5955961419
105-5,105,114.344442681999,30.5951370919
105-6,105,114.353269252999,30.5949363312
105-7,105,114.353951014,30.5945009381
105-8,105,114.349325718,30.5919397324999
105-9,105,114.363365798999,30.5912060313
106-1,106,114.096302011999,30.5905771981999
107-1,107,114.330397382,30.5929752653
107-2,107,114.329931139999,30.5906889078999
107-3,107,114.320208648999,30.5902200511
107-4,107,114.323300505999,30.5898205286999
107-5,107,114.334387394,30.5869283619
108-1,108,114.318396136,30.5843026969
108-2,108,114.314572518999,30.5828402990999
108-3,108,114.316217926999,30.5816937041
108-4,108,114.312884510999,30.5780786543999
108-5,108,114.311467015,30.5758966205999
108-6,108,114.308837139,30.5755885708
108-7,108,114.307903714,30.5735780175
109-1,109,114.077198041,30.5909600220999
110-1,110,114.276120738,30.5875362556
110-2,110,114.280956024999,30.5859089182999
110-3,110,114.27314452,30.5829376133999
110-4,110,114.289547780999,30.5780293535
111-1,111,114.255674428,30.5881886373
111-2,111,114.250974718999,30.5767003967
111-3,111,114.262350015999,30.5753218488
111-4,111,114.250130967999,30.5746538100999
111-5,111,114.263139563999,30.5694514837
112-1,112,114.029008825999,30.5883214943
112-10,112,114.023022841,30.5768051939
112-11,112,114.040010846,30.576764048
112-12,112,114.042356253999,30.576539102
112-13,112,114.024557526999,30.5736713406999
112-14,112,114.028526704,30.5716620026
112-2,112,114.036147048,30.5859013829
112-3,112,114.024639742,30.5854195456999
112-4,112,114.033307910999,30.5851249337
112-5,112,114.036693651999,30.5816572162
112-6,112,114.033553744,30.5813461933
112-7,112,114.040629894,30.5807753154999
112-8,112,114.03732954,30.5785332043999
112-9,112,114.042261326,30.577702884
113-1,113,114.233104366999,30.5870709450999
113-10,113,114.243313165,30.5726726944
113-11,113,114.239773881999,30.5677113138999
113-2,113,114.227631098,30.5846375174
113-3,113,114.227232534999,30.5846243049
113-4,113,114.229821873,30.5841498381
113-5,113,114.228293343999,30.5813891045
113-6,113,114.228548755999,30.5807944588
113-7,113,114.227565634,30.578364868
113-8,113,114.225159305,30.5772932003
113-9,113,114.247702461,30.575468897
114-1,114,114.007936322,30.5816428563
114-10,114,114.012952834999,30.5760022012
114-11,114,114.007570505,30.5759906456
114-12,114,114.001770335,30.5756522643999
114-13,114,114.010998044999,30.5744154624999
114-14,114,114.018429546999,30.5704038563
114-2,114,114.003819480999,30.5809662138999
114-3,114,114.004932432,30.5800955139
114-4,114,114.018340535999,30.5788402357
114-5,114,114.009097767,30.5783193814999
114-6,114,114.011297286,30.5781690769
114-7,114,114.015325594,30.5779607178
114-8,114,114.003726631,30.5771624741
114-9,114,114.012016255,30.5766258163
115-1,115,114.462606514,30.5881597332
116-1,116,114.20983902,30.5861816801
116-10,116,114.216797499999,30.5661169718
116-2,116,114.212332524,30.5824047026
116-3,116,114.216905010999,30.5823991592
116-4,116,114.223911341999,30.5786236393
116-5,116,114.202896297999,30.5750365831999
116-6,116,114.204533912,30.5746288516
116-7,116,114.216517443,30.5705803753999
116-8,116,114.219012008,30.5694589947
116-9,116,114.218936395,30.5671633693999
117-1,117,114.180219007999,30.5817534651
117-10,117,114.182117785,30.5752481741999
117-11,117,114.188928852999,30.5746894223
117-12,117,114.194153980999,30.5738499029999
117-13,117,114.201544999999,30.5730790693
117-14,117,114.200414129999,30.5730495216
117-15,117,114.18455385,30.5702153064
117-16,117,114.189893128999,30.5651219927
117-2,117,114.181748407,30.5792888456
117-3,117,114.180169633,30.5788656956999
117-4,117,114.183245436999,30.5767126761
117-5,117,114.195912144999,30.5766769477
117-6,117,114.197771762,30.5764799813
117-7,117,114.200747875,30.5763006753
117-8,117,114.192273220999,30.5761128193999
117-9,117,114.200178588,30.5756750354
118-1,118,114.171539683999,30.5793233736999
118-2,118,114.167957208999,30.5698580339
118-3,118,114.174302069999,30.5672927552999
119-1,119,114.356418598,30.5756080682
120-1,120,114.344511056,30.5795623206
120-10,120,114.344652065,30.5609271153
120-11,120,114.352035857,30.5600257531
120-2,120,114.345361518,30.5782807968
120-3,120,114.345341677999,30.5774406518
120-4,120,114.348030304999,30.5687540284999
120-5,120,114.349091998,30.5672578898999
120-6,120,114.34054392,30.5649453619
120-7,120,114.352135009999,30.5634025218
120-8,120,114.343614701999,30.5618589219999
120-9,120,114.342167337,30.5617385536
121-1,121,114.315557944,30.575784527
121-10,121,114.327348624999,30.5572080943
121-2,121,114.321246850999,30.5732694497
121-3,121,114.320389419999,30.5722864074999
121-4,121,114.311538189999,30.5720508916
121-5,121,114.314266219999,30.5712549727999
121-6,121,114.314556573999,30.5694862598
121-7,121,114.332973913,30.5631047986
121-8,121,114.330585001,30.5597101331999
121-9,121,114.330509546,30.5592776368999
122-1,122,114.276266944,30.5689914159
123-1,123,114.038718415999,30.5693023514
123-2,123,114.048722009,30.5679179283
123-3,123,114.050525442999,30.5678012919999
123-4,123,114.060139179,30.566114875
123-5,123,114.053370622,30.5652179546
123-6,123,114.05131448,30.5632194724999
124-1,124,114.494504683,30.5662756382
